公告信息,#genre#
东森超视,http://171.108.239.80:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路8』
东森超视,http://171.108.239.99:8181/tsfile/live/1023_1.m3u8?key=txiptv$LR•IPV4『线路9』
东森超视,http://171.108.239.98:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
东森超视,p3p://108.181.20.159:31588/65e43d00000ee2b594beb4e956c7337a$LR•IPV4『线路11』
东森超视,p3p://108.181.20.159:31588/6388b74e000e69875f479f207662566b$LR•IPV4『线路12』
东森超视,p3p://108.181.20.159:31588/5fe07262000aa19a73b0e19a4fa86172$LR•IPV4『线路13』
东森超视,http://171.108.239.77:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路14』
东森超视,http://171.108.239.129:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路15』
东森超视,http://171.108.239.124:8181/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路16』
东森电影,http://171.108.239.124:8181/tsfile/live/1010_1.m3u8$LR•IPV4『线路1』
东森电影,p3p://108.181.20.159:23520/62c103a5000b5a66a4eacca77822079a$LR•IPV4『线路2』
东森电影,http://171.108.239.98:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路3』
东森电影,http://171.108.239.79:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路4』
东森电影,http://171.108.239.99:8181/tsfile/live/1010_1.m3u8?key=txiptv$LR•IPV4『线路5』
东森电影,http://171.108.239.99:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路6』
东森电影,http://171.108.239.77:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路7』
东森电影,http://1b6467f415.iok.la:9931/tsfile/live/1043_1.m3u8$LR•IPV4『线路8』
东森电影,http://171.108.239.124:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路9』
东森电影,http://171.108.239.128:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路10』
东森电影,http://171.108.239.129:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路11』
少儿频道,#genre#
东森幼幼,p3p://108.181.32.169:24350/6430b41c0001f3831798d72948126428$LR•IPV4『线路1』
东森幼幼,p3p://108.181.20.159:23520/62c9a6bb000ac34dc6a767036c5f3878$LR•IPV4『线路2』
黑莓动画,http://[2409:8087:1a0b:df::4006]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$LR•IPV6『线路1』
黑莓动画,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$LR•IPV6『线路2』
黑莓动画,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010002/1.m3u8$LR•IPV6『线路3』
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8$LR•IPV4『线路4』
黑莓动画,http://39.135.138.58:18890/PLTV/88888888/224/3221225672/index.m3u8$LR•IPV4『线路5』
卡酷少儿,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8$LR•IPV6『线路1』
卡酷少儿,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8$LR•IPV6『线路2』
卡酷少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225654/index.m3u8$LR•IPV6『线路3』
卡酷少儿,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001245/index.m3u8?$LR•IPV6『线路4』
卡酷少儿,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010081/1.m3u8$LR•IPV6『线路5』
卡酷少儿,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001245/index.m3u8$LR•IPV6『线路6』
卡酷少儿,http://59.174.96.215:8880/rtp/239.69.1.193:10800$LR•IPV4『线路7』
卡酷少儿,http://59.174.211.39:4022/rtp/239.69.1.193:10800$LR•IPV4『线路8』
卡酷少儿,http://119.98.175.44:85/rtp/239.69.1.193:10800$LR•IPV4『线路9』
卡酷少儿,http://221.234.222.160:4022/rtp/239.69.1.193:10800$LR•IPV4『线路10』
卡酷少儿,http://180.158.150.239:8888/udp/239.45.0.8:5140$LR•IPV4『线路11』
卡酷少儿,http://58.39.142.6:4022/udp/239.45.0.8:5140$LR•IPV4『线路12』
卡酷少儿,http://218.24.59.14:9008/rtp/232.0.0.57:1234$LR•IPV4『线路13』
卡酷少儿,http://218.24.59.14:9006/rtp/232.0.0.57:1234$LR•IPV4『线路14』
卡酷少儿,http://60.168.229.59:2000/rtp/238.1.78.97:6648$LR•IPV4『线路15』
卡酷少儿,http://60.168.230.254:2000/rtp/238.1.78.97:6648$LR•IPV4『线路16』
卡酷少儿,http://111.175.164.232:8686/rtp/239.69.1.193:10800$LR•IPV4『线路17』
卡酷少儿,https://stream1.freetv.fun/dcbc7525aff33fe5ac2363981c8fc101d4f0d9d7cd0796427ac956214b9230a4.m3u8$LR•IPV4『线路18』
卡酷少儿,https://stream1.freetv.fun/9f120845043130d2f249edcd09bb0a6de8d10054063288989272dfa7879b9228.m3u8$LR•IPV4『线路19』
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8$LR•IPV4『线路20』
卡酷少儿,http://58.41.2.190:4022/udp/239.45.0.8:5140$LR•IPV4『线路21』
卡酷少儿,http://59.172.144.204:10000/rtp/239.69.1.193:10800$LR•IPV4『线路22』
卡酷少儿,http://61.157.139.15:9901/tsfile/live/2418_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路23』
卡酷少儿,rtp://239.3.1.189:8000$LR•IPV4『线路24』
卡酷少儿,http://zteres.sn.chinamobile.com:6060/000000001000/7851974109718180595/index.m3u8?channel-id=bestzb&amp;Contentid=7851974109718180595&amp;livemode=1&amp;stbId=3$LR•IPV4『线路25』
动漫秀场,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000011000031113/1.m3u8$LR•IPV6『线路1』
动漫秀场,http://[2409:8087:5e08:24::12]:6610/000000001000/2000000002000000009/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=hnbblive&Contentid=2000000002000000009&IASHttpSessionId=OTT19019320240419154124000281&yang-1989$LR•IPV6『线路2』
动漫秀场,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001196/index.m3u8?$LR•IPV6『线路3』
动漫秀场,http://[2409:8087:5e08:24::17]:6610/000000001000/5000000011000031113/index.m3u8?stbId=3&livemode=1&HlsProfileId=&channel-id=bestzb&Contentid=5000000011000031113&IASHttpSessionId=OTT6622320240427084015000403$LR•IPV6『线路4』
动漫秀场,http://[2409:8087:74F1:0021::0008]/000000001000PLTV/88888888/224/3221226197/index.m3u8?HlsProfileId=$LR•IPV6『线路5』
动漫秀场,http://175.6.133.66:12388/udp/239.76.246.131:1234$LR•IPV4『线路6』
动漫秀场,http://175.6.133.66:12388/udp/239.76.253.131:9000$LR•IPV4『线路7』
动漫秀场,http://175.6.133.235:12388/udp/239.76.246.131:1234$LR•IPV4『线路8』
动漫秀场,http://175.6.133.235:12388/udp/239.76.253.131:9000$LR•IPV4『线路9』
动漫秀场,http://175.15.133.172:8888/udp/239.76.246.131:1234$LR•IPV4『线路10』
动漫秀场,http://175.15.133.172:8888/udp/239.76.253.131:9000$LR•IPV4『线路11』
动漫秀场,http://171.108.239.124:8181/tsfile/live/1048_1.m3u8$LR•IPV4『线路12』
动漫秀场,http://202.103.213.215:8888/udp/239.81.0.68:4056$LR•IPV4『线路13』
动漫秀场,http://113.14.128.174:8181/udp/239.81.0.68:4056$LR•IPV4『线路14』
动漫秀场,http://180.158.150.239:8888/udp/239.45.3.134:5140$LR•IPV4『线路15』
动漫秀场,http://58.39.142.6:4022/udp/239.45.3.134:5140$LR•IPV4『线路16』
动漫秀场,http://27.190.24.244:11001/rtp/239.254.201.165:6358$LR•IPV4『线路17』
动漫秀场,http://183.185.32.130:8002/rtp/226.0.2.183:9376$LR•IPV4『线路18』
动漫秀场,http://116.179.154.86:8002/rtp/226.0.2.183:9376$LR•IPV4『线路19』
动漫秀场,http://118.79.115.140:6001/rtp/226.0.2.183:9376$LR•IPV4『线路20』
动漫秀场,http://118.79.114.58:6001/rtp/226.0.2.183:9376$LR•IPV4『线路21』
动漫秀场,http://118.81.90.244:8085/rtp/226.0.2.183:9376$LR•IPV4『线路22』
动漫秀场,http://183.185.129.53:8085/rtp/226.0.2.183:9376$LR•IPV4『线路23』
动漫秀场,http://183.184.31.13:8004/rtp/226.0.2.183:9376$LR•IPV4『线路24』
动漫秀场,http://60.220.167.4:8082/rtp/226.0.2.183:9376$LR•IPV4『线路25』
哈哈炫动,http://[2409:8087:1a0b:df::4001]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8$LR•IPV6『线路1』
哈哈炫动,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8$LR•IPV6『线路2』
哈哈炫动,http://[2409:8087:1e03:21::42]:6610/cms001/ch00000090990000001232/index.m3u8?$LR•IPV6『线路3』
哈哈炫动,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010117/1.m3u8$LR•IPV6『线路4』
哈哈炫动,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8$LR•IPV6『线路5』
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8$LR•IPV6『线路6』
哈哈炫动,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001232/index.m3u8?$LR•IPV6『线路7』
哈哈炫动,http://[2409:8087:1e04:21::102]:6060/cms001/ch00000090990000001232/1.m3u8$LR•IPV6『线路8』
哈哈炫动,http://112.89.85.24/PLTV/88888973/224/3221225700/10000100000000060000000000334090_0.smil/01.m3u8?fmt=ts2hls$LR•IPV4『线路9』
哈哈炫动,http://180.158.150.239:8888/udp/239.45.1.55:5140$LR•IPV4『线路10』
哈哈炫动,http://58.39.142.6:4022/udp/239.45.1.55:5140$LR•IPV4『线路11』
哈哈炫动,http://183.185.32.130:8002/rtp/226.0.2.44:8264$LR•IPV4『线路12』
哈哈炫动,http://116.179.154.86:8002/rtp/226.0.2.44:8264$LR•IPV4『线路13』
哈哈炫动,http://118.79.115.140:6001/rtp/226.0.2.44:8264$LR•IPV4『线路14』
哈哈炫动,http://118.79.114.58:6001/rtp/226.0.2.44:8264$LR•IPV4『线路15』
哈哈炫动,http://118.81.90.244:8085/rtp/226.0.2.44:8264$LR•IPV4『线路16』
哈哈炫动,http://183.185.129.53:8085/rtp/226.0.2.44:8264$LR•IPV4『线路17』
哈哈炫动,http://183.184.31.13:8004/rtp/226.0.2.44:8264$LR•IPV4『线路18』
哈哈炫动,http://60.220.167.4:8082/rtp/226.0.2.44:8264$LR•IPV4『线路19』
哈哈炫动,http://118.79.19.33:6000/rtp/226.0.2.44:8264$LR•IPV4『线路20』
哈哈炫动,http://183.184.30.252:8003/rtp/226.0.2.44:8264$LR•IPV4『线路21』
哈哈炫动,http://183.185.129.53:8082/rtp/226.0.2.44:8264$LR•IPV4『线路22』
哈哈炫动,http://171.116.36.176:8082/rtp/226.0.2.44:8264$LR•IPV4『线路23』
哈哈炫动,http://36.25.66.49:8888/udp/233.50.201.74:5140$LR•IPV4『线路24』
哈哈炫动,http://115.193.188.191:8888/udp/233.50.201.74:5140$LR•IPV4『线路25』
金鹰卡通,http://[2409:8087:1a0b:df::4008]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路1』
金鹰卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路2』
金鹰卡通,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6000057BESTVSMGSMG/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUTWDyIgRkFJBAHMhA2ayG0T0ZQXwaiVktPr6ILPKXqwOw2VoxnxHvBSRSzCCC3szSwIgrD0rUpRXeaqChwLXCf0$LR•IPV6『线路3』
金鹰卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010107/1.m3u8$LR•IPV6『线路4』
金鹰卡通,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225653/index.m3u8$LR•IPV6『线路5』
金鹰卡通,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001460/index.m3u8$LR•IPV6『线路6』
金鹰卡通,http://119.129.172.80:8081/hls/71/index.m3u8$LR•IPV4『线路7』
金鹰卡通,http://112.89.85.21/PLTV/88888973/224/3221225699/10000100000000060000000000334067_0.smil/01.m3u8?fmt=ts2hls$LR•IPV4『线路8』
金鹰卡通,http://59.174.96.215:8880/rtp/239.69.1.248:11130$LR•IPV4『线路9』
金鹰卡通,http://59.174.211.39:4022/rtp/239.69.1.248:11130$LR•IPV4『线路10』
金鹰卡通,http://122.189.195.142:888/udp/228.0.0.59:6108$LR•IPV4『线路11』
金鹰卡通,http://119.98.175.44:85/rtp/239.69.1.248:11130$LR•IPV4『线路12』
金鹰卡通,http://221.234.222.160:4022/rtp/239.69.1.248:11130$LR•IPV4『线路13』
金鹰卡通,http://175.6.133.66:12388/udp/239.76.246.107:1234$LR•IPV4『线路14』
金鹰卡通,http://175.6.133.66:12388/udp/239.76.253.107:9000$LR•IPV4『线路15』
金鹰卡通,http://175.6.133.66:12388/udp/239.76.252.120:9000$LR•IPV4『线路16』
金鹰卡通,http://175.6.133.235:12388/udp/239.76.246.107:1234$LR•IPV4『线路17』
金鹰卡通,http://175.6.133.235:12388/udp/239.76.253.107:9000$LR•IPV4『线路18』
金鹰卡通,http://175.6.133.235:12388/udp/239.76.252.120:9000$LR•IPV4『线路19』
金鹰卡通,http://175.15.133.172:8888/udp/239.76.246.107:1234$LR•IPV4『线路20』
金鹰卡通,http://175.15.133.172:8888/udp/239.76.253.107:9000$LR•IPV4『线路21』
金鹰卡通,http://175.15.133.172:8888/udp/239.76.252.120:9000$LR•IPV4『线路22』
金鹰卡通,http://110.184.154.228:6666/udp/239.93.0.108:5140$LR•IPV4『线路23』
金鹰卡通,http://125.70.123.165:8000/udp/239.93.0.108:5140$LR•IPV4『线路24』
金鹰卡通,http://118.114.33.19:4022/udp/239.93.0.108:5140$LR•IPV4『线路25』
优漫卡通,http://[2409:8087:1a0b:df::4005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$LR•IPV6『线路1』
优漫卡通,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$LR•IPV6『线路2』
优漫卡通,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010118/1.m3u8$LR•IPV6『线路3』
优漫卡通,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8$LR•IPV6『线路4』
优漫卡通,http://110.184.154.228:6666/udp/239.93.0.251:5140$LR•IPV4『线路5』
优漫卡通,http://125.70.123.165:8000/udp/239.93.0.251:5140$LR•IPV4『线路6』
优漫卡通,http://118.114.33.19:4022/udp/239.93.0.251:5140$LR•IPV4『线路7』
优漫卡通,http://171.88.117.176:4022/udp/239.93.0.251:5140$LR•IPV4『线路8』
优漫卡通,http://118.113.212.176:8888/udp/239.93.0.251:5140$LR•IPV4『线路9』
优漫卡通,http://27.190.24.244:11001/rtp/239.254.201.203:7178$LR•IPV4『线路10』
优漫卡通,http://218.24.59.14:9008/rtp/232.0.0.159:1234$LR•IPV4『线路11』
优漫卡通,http://218.24.59.14:9006/rtp/232.0.0.159:1234$LR•IPV4『线路12』
优漫卡通,http://ygbh.live/js.php?id=ymkt$LR•IPV4『线路13』
优漫卡通,https://stream1.freetv.fun/61f1d51aed4a6e4ad9cde2362c1b00cd4cc8fb72bcf69d78458d36a46822d598.m3u8$LR•IPV4『线路14』
优漫卡通,https://stream1.freetv.fun/4073fb5ec1ec48f010e1db882aeb63ddc7104c56c5c729c4d08e932d585591a8.m3u8$LR•IPV4『线路15』
优漫卡通,https://stream1.freetv.fun/ac5eafae4e70b19313da6c3dab1c94cf397035762561a767f703c1706b173488.m3u8$LR•IPV4『线路16』
优漫卡通,https://stream1.freetv.fun/4f3e660db4b75f218546c35fbdf55813ca1cd497ebcaa5fa4d873cff81c402f5.m3u8$LR•IPV4『线路17』
优漫卡通,https://stream1.freetv.fun/9a50e666912cb82bd584eb50bb030b7f654275ed05a586ef3c63ac39789df94b.m3u8$LR•IPV4『线路18』
优漫卡通,http://124.94.193.136:9902/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路19』
优漫卡通,http://123.189.36.7:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路20』
优漫卡通,http://123.189.36.86:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路21』
优漫卡通,http://123.189.36.155:9901/tsfile/live/1090_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路22』
优漫卡通,http://221.213.69.82:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路23』
优漫卡通,http://14.204.46.220:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路24』
优漫卡通,http://14.204.46.247:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=0&authid=0$LR•IPV4『线路25』
靖洋卡通,p3p://108.181.20.159:23520/626104fd000e0f742df488f03ab9480b$LR•IPV4
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路1』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8$LR•IPV4『线路2』
福建少儿,http://117.27.190.42:9998/tsfile/live/23290_1.m3u8?key=txiptv$LR•IPV4『线路3』
福建少儿,http://soskill.top:4022/rtp/239.61.2.9:8048$LR•IPV4『线路4』
福建少儿,http://www.91dos.cn:4022/rtp/239.61.2.9:8048$LR•IPV4『线路5』
广东少儿,http://59.34.138.105:4000/udp/239.77.0.250:5146$LR•IPV4『线路1』
广东少儿,http://59.34.138.105:4000/udp/239.77.0.12:5146$LR•IPV4『线路2』
广东少儿,http://14.221.236.132:8808/udp/239.77.0.250:5146$LR•IPV4『线路3』
广东少儿,http://14.221.236.132:8808/udp/239.77.0.12:5146$LR•IPV4『线路4』
广东少儿,http://116.21.124.172:8888/udp/239.77.0.250:5146$LR•IPV4『线路5』
广东少儿,http://116.21.124.172:8888/udp/239.77.0.12:5146$LR•IPV4『线路6』
广东少儿,http://119.129.172.80:8081/hls/32/index.m3u8$LR•IPV4『线路7』
广东少儿,http://112.89.85.24/PLTV/88888973/224/3221225727/10000100000000060000000000334183_0.smil/01.m3u8?fmt=ts2hls$LR•IPV4『线路8』
广东少儿,http://14.145.222.210:8888/udp/239.77.0.250:5146$LR•IPV4『线路9』
广东少儿,http://14.145.222.210:8888/udp/239.77.0.12:5146$LR•IPV4『线路10』
广东少儿,http://219.132.164.199:8888/udp/239.77.0.250:5146$LR•IPV4『线路11』
广东少儿,http://219.132.164.199:8888/udp/239.77.0.12:5146$LR•IPV4『线路12』
广东少儿,http://113.119.62.223:8090/udp/239.77.0.250:5146$LR•IPV4『线路13』
广东少儿,http://116.26.39.173:8088/udp/239.77.0.250:5146$LR•IPV4『线路14』
广东少儿,http://119.122.214.182:4022/udp/239.77.0.250:5146$LR•IPV4『线路15』
广东少儿,http://113.109.248.232:9999/udp/239.77.0.250:5146$LR•IPV4『线路16』
广东少儿,http://www.zzlag.top:9087/tsfile/live/1039_1.m3u8?key=txiptv$LR•IPV4『线路17』
广东少儿,http://61.144.103.154:8090/udp/239.77.0.250:5146$LR•IPV4『线路18』
广东少儿,http://14.117.234.37:9000/udp/239.77.0.250:5146$LR•IPV4『线路19』
广东少儿,http://gmxw.7766.org:808/hls/175/index.m3u8$LR•IPV4『线路20』
广东少儿,https://stream1.freetv.fun/a372f5cd6f389bcfb77fdfa88633e16d2f745d648907084bfd0befa9ce2bd403.m3u8$LR•IPV4『线路21』
广东少儿,https://stream1.freetv.fun/7f5d91d703ee916906433f86d026c8b9cde7d83dd34d9d02fbbf129f5f9e319c.m3u8$LR•IPV4『线路22』
广东少儿,https://stream1.freetv.fun/9e3bb2f0e2e33140f2eacb1d7cb90fff3e38e70ba760ab5f984b2a9e2f929d87.m3u8$LR•IPV4『线路23』
广东少儿,http://php.jdshipin.com:8880/chudian.php?id=gdse$LR•IPV4『线路24』
浙江少儿,http://36.25.66.49:8888/udp/233.50.201.138:5140$LR•IPV4『线路1』
浙江少儿,http://115.193.188.191:8888/udp/233.50.201.138:5140$LR•IPV4『线路2』
浙江少儿,http://60.176.125.191:55555/udp/233.50.201.138:5140$LR•IPV4『线路3』
浙江少儿,http://36.24.207.72:8888/udp/233.50.201.138:5140$LR•IPV4『线路4』
浙江少儿,http://122.231.66.182:4022/udp/233.50.201.138:5140$LR•IPV4『线路5』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路6』
浙江少儿,http://115.221.81.72:8888/udp/233.50.201.138:5140$LR•IPV4『线路7』
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?$LR•IPV4『线路8』
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路9』
浙江少儿,http://115.192.156.135:4022/udp/233.50.201.138:5140$LR•IPV4『线路10』
浙江少儿,http://115.193.154.26:10000/udp/233.50.201.138:5140$LR•IPV4『线路11』
浙江少儿,http://hzdx.chiang.fun:3333/tsfile/live/1009_1.m3u8$LR•IPV4『线路12』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8$LR•IPV4『线路13』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/720p.m3u8$LR•IPV4『线路14』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787$LR•IPV4『线路15』
浙江少儿,http://hw-m-l.cztv.com/channels/lantian/channel08/360p.m3u8$LR•IPV4『线路16』
浙江少儿,http://60.176.125.191:55555/rtp/233.50.201.138:5140$LR•IPV4『线路17』
浙江少儿,http://ycsj.aguihome.com:4022/rtp/233.50.201.138:5140$LR•IPV4『线路18』
影视频道,#genre#
CHC动作电影,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$LR•IPV6『线路1』
CHC动作电影,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8$LR•IPV6『线路2』
CHC动作电影,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010003/1.m3u8$LR•IPV6『线路3』
CHC动作电影,http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380763222d00/index.m3u8?m3u8_level=2$LR•IPV6『线路4』
CHC动作电影,http://59.174.96.215:8880/rtp/239.69.1.242:11094$LR•IPV4『线路5』
CHC动作电影,http://59.174.211.39:4022/rtp/239.69.1.242:11094$LR•IPV4『线路6』
CHC动作电影,http://122.189.195.142:888/udp/228.0.0.212:6108$LR•IPV4『线路7』
CHC动作电影,http://119.98.175.44:85/rtp/239.69.1.242:11094$LR•IPV4『线路8』
CHC动作电影,http://221.234.222.160:4022/rtp/239.69.1.242:11094$LR•IPV4『线路9』
CHC动作电影,http://175.6.133.66:12388/udp/239.76.245.243:1234$LR•IPV4『线路10』
CHC动作电影,http://175.6.133.235:12388/udp/239.76.245.243:1234$LR•IPV4『线路11』
CHC动作电影,http://175.15.133.172:8888/udp/239.76.245.243:1234$LR•IPV4『线路12』
CHC动作电影,http://183.185.32.130:8002/rtp/226.0.2.94:8012$LR•IPV4『线路13』
CHC动作电影,http://116.179.154.86:8002/rtp/226.0.2.94:8012$LR•IPV4『线路14』
CHC动作电影,http://118.79.115.140:6001/rtp/226.0.2.94:8012$LR•IPV4『线路15』
CHC动作电影,http://118.79.114.58:6001/rtp/226.0.2.94:8012$LR•IPV4『线路16』
CHC动作电影,http://118.81.90.244:8085/rtp/226.0.2.94:8012$LR•IPV4『线路17』
CHC动作电影,http://183.185.129.53:8085/rtp/226.0.2.94:8012$LR•IPV4『线路18』
CHC动作电影,http://183.184.31.13:8004/rtp/226.0.2.94:8012$LR•IPV4『线路19』
CHC动作电影,http://60.220.167.4:8082/rtp/226.0.2.94:8012$LR•IPV4『线路20』
CHC动作电影,http://118.79.19.33:6000/rtp/226.0.2.94:8012$LR•IPV4『线路21』
CHC动作电影,http://183.184.30.252:8003/rtp/226.0.2.94:8012$LR•IPV4『线路22』
CHC动作电影,http://183.185.129.53:8082/rtp/226.0.2.94:8012$LR•IPV4『线路23』
CHC动作电影,http://171.116.36.176:8082/rtp/226.0.2.94:8012$LR•IPV4『线路24』
CHC动作电影,http://125.47.75.16:8888/rtp/225.1.4.208:1261$LR•IPV4『线路25』
CHC高清电影,http://115.45.102.23:8888/udp/239.77.0.27:5146$LR•IPV4『线路1』
CHC高清电影,http://fxgm.fxjf.work:19901/tsfile/live/1016_1.m3u8$LR•IPV4『线路2』
CHC高清电影,http://61.185.200.55:10000/rtp/239.112.205.206:5140$LR•IPV4『线路3』
CHC高清电影,http://183.184.30.252:8005/rtp/226.0.2.93:8004$LR•IPV4『线路4』
CHC高清电影,http://183.236.154.137:8602/udp/239.11.0.129:1025$LR•IPV4『线路5』
CHC高清电影,http://113.103.253.56:2000/udp/239.11.0.129:1025$LR•IPV4『线路6』
CHC高清电影,http://183.189.213.105:8000/rtp/226.0.2.93:8004$LR•IPV4『线路7』
CHC高清电影,http://119.98.95.1:4022/rtp/239.69.1.241:11088$LR•IPV4『线路8』
CHC高清电影,http://113.65.11.17:58000/udp/239.11.0.129:1025$LR•IPV4『线路9』
CHC高清电影,http://www.yao87.com:4022/udp/239.76.245.242:1234$LR•IPV4『线路10』
CHC高清电影,http://118.254.200.222:8888/udp/239.76.245.242:1234$LR•IPV4『线路11』
CHC高清电影,http://iptvcyp.top:9901/tsfile/live/1033_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4『线路12』
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146$LR•IPV4『线路13』
CHC高清电影,http://59.38.62.147:2052/udp/239.77.0.27:5146$LR•IPV4『线路14』
CHC高清电影,p3p://108.181.20.159:31588/63ec4caf00020428e445513c2d902fdb$LR•IPV4『线路15』
CHC高清电影,http://118.81.198.102:8085/rtp/226.0.2.93:8004$LR•IPV4『线路16』
CHC高清电影,http://183.188.22.215:6001/rtp/226.0.2.93:8004$LR•IPV4『线路17』
CHC高清电影,http://106.59.3.147:55555/udp/239.200.201.34:8148$LR•IPV4『线路18』
CHC高清电影,http://59.173.134.164:8880/rtp/239.69.1.241:11088$LR•IPV4『线路19』
CHC高清电影,http://gzly.hkychina.com:6002/udp/239.252.219.83:5140$LR•IPV4『线路20』
